"","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"X1",1,42,4.5452380952381,4.89689809139804,3.5,3.69411764705882,2.37216,0.5,30.9,30.4,3.76634270000947,17.2134604005923,0.755607779925691
